1.247155633249087193e-43 1.483897962053495542e-15 1.250549194924550236e-31 6.340574286442095736e-23 1.000000000000000000e+00
0.000000000000000000e+00 1.339361072201660156e-41 1.000000000000000000e+00 1.321077231611369358e-20 3.276656199130719757e-41
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.261725011855386318e-36 2.101947696487225606e-44
0.000000000000000000e+00 1.000000000000000000e+00 6.621330024421301810e-39 7.472643485747983750e-24 7.687968740995100171e-32
0.000000000000000000e+00 4.027173893557799375e-18 9.769930090636202991e-13 1.000000000000000000e+00 3.546887840537838984e-24
0.000000000000000000e+00 1.000000000000000000e+00 3.194384592524457649e-33 5.643481088173658963e-19 6.433957391946431821e-33
0.000000000000000000e+00 1.962472654820683387e-31 3.206342405307214816e-37 3.360034859056510697e-39 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.201409162418974270e-36 5.380439484502333728e-37 9.949219096706201204e-44 1.028367260478002658e-24
1.261168617892335364e-43 1.262587757082656026e-04 3.241248500465547679e-18 9.998737573623657227e-01 8.872753226585317066e-11
0.000000000000000000e+00 6.566464257958904917e-33 1.000000000000000000e+00 4.648438128975831154e-19 4.799114143870479596e-31
0.000000000000000000e+00 1.124031748754583671e-12 3.880812471379613271e-08 1.000000000000000000e+00 1.148706543833002085e-17
0.000000000000000000e+00 2.665193685382805357e-25 2.116808379692968702e-28 1.427639506553894910e-29 1.000000000000000000e+00
1.000000000000000000e+00 8.505881678451639621e-43 1.022947878957116462e-43 0.000000000000000000e+00 3.251496367594822505e-30
4.203895392974451213e-45 1.173317208886146545e-01 6.645031373852864872e-18 8.826682567596435547e-01 2.125004382527717617e-12
1.083140598440250406e-37 1.000000000000000000e+00 1.801992284931456964e-17 1.179734088196937591e-11 3.244629676046884015e-09
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.999979734420776367e-01 6.399094118315834489e-24 2.066861043203971349e-06 1.326002268209684353e-20
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.049803350997792379e-28 0.000000000000000000e+00
0.000000000000000000e+00 8.415464779710863159e-20 1.674781881390263395e-36 3.508967407264391678e-22 1.000000000000000000e+00
1.401298464324817071e-45 1.374140378024023942e-24 1.000000000000000000e+00 3.748828548011894685e-19 2.367484667667628912e-22
2.059908742557481094e-43 2.595576206222693916e-13 3.416754168483748799e-07 9.999996423721313477e-01 8.920991234547285750e-16
1.000000000000000000e+00 1.591933942689016100e-32 8.962708650123658971e-24 4.281989258463517888e-31 1.286637855657033107e-24
0.000000000000000000e+00 7.808829182282401467e-24 1.163309861130081904e-35 4.360998524336664333e-32 1.000000000000000000e+00
0.000000000000000000e+00 9.999994039535522461e-01 1.943744546294050068e-20 5.493047865456901491e-07 1.484128381484928314e-16
